x, v
0.062146892655367214, 0.2706581554039181
0.07062146892655363, 0.2842780101254678
0.07627118644067798, 0.29985141976667395
0.09322033898305082, 0.32319502531366934
0.15536723163841804, 0.3659311027955095
0.23305084745762716, 0.3170784723750825
0.5, 0.020454545454545503
0.8050847457627118, -0.3268930222320052
0.8601694915254238, -0.4321951353731015
0.9053672316384179, -0.5238416244772177
0.9449152542372882, -0.39729528945630643
0.9519774011299434, -0.3486077481840191
0.9604519774011299, -0.2843385428131189
0.9689265536723163, -0.2220173893902706
