z, v
-0.9269139725521516, 0.1929284252287401
-0.9108988081649909, 0.19753239223793181
-0.8927947092925481, 0.2045737535461075
-0.8739942989250116, 0.2094485421440752
-0.8538012655672871, 0.21324004438693905
-0.8363934781899387, 0.22163551363899459
-0.8141115103469323, 0.22542701588185837
-0.7939184769892078, 0.2384264521431057
-0.7730291321363894, 0.24357206232984943
-0.7514434757884771, 0.24980095887169712
-0.7305541309356587, 0.2579256065349767
-0.7075758515975588, 0.2630712167217204
-0.6915606872103979, 0.27227915074010395
-0.6727602768428613, 0.2787788688707276
-0.6476930630194793, 0.2844661222350233
-0.6302852756421307, 0.29150748354319894
-0.6100922422844062, 0.2966530937299427
-0.5878102744413998, 0.2999029527952545
-0.5662246180934876, 0.3026111686830144
-0.5432463387553874, 0.3020695255054624
-0.520964370912381, 0.30152788232791045
-0.5042528950301264, 0.30152788232791045
-0.48266723868221395, 0.3017987039166864
-0.4576000248588321, 0.2996321312064785
-0.4325328110354498, 0.2942156994309588
-0.4137324006679133, 0.2885284460666631
-0.38587994086415556, 0.2839244790574713
-0.3608127270407735, 0.2730916155064319
-0.33922707069286107, 0.26794600531968815
-0.31973034883023077, 0.25657149859109674
-0.30023362696760025, 0.24546781345128135
-0.2772553476295001, 0.2311142692461541
-0.25636600277668165, 0.21838565457368272
-0.2333877234385815, 0.20674032625631533
-0.21249837858576304, 0.1926576036399641
-0.19578690270350818, 0.1845329559766845
-0.1776828038310656, 0.17099187653788522
-0.1581860819684353, 0.15311765167867014
-0.1449561635616503, 0.13713917794088698
-0.1317262451548653, 0.12630631438984752
-0.1143184577775167, 0.11574427242758412
-0.10596271983638927, 0.10518223046532066
-0.09134017843941633, 0.09299525897040128
-0.08089550601300721, 0.08243321700813777
-0.0683618991013164, 0.06889213756933854
-0.060006161160188976, 0.059142560373402986
-0.04607993125831, 0.05155955588767541
-0.037027881822088604, 0.041539157102963964
-0.025190586405491544, 0.0307062935519245
-0.009871733513424852, 0.018248500468229123
-0.0022123070673911727, 0.006332350562085753
0.013106545824675742, -0.007208728876713477
0.028425398716742212, -0.020208165137960865
0.04095900562843324, -0.031582671866552225
0.052796301045030525, -0.04187389224003968
0.06881146543219119, -0.052977577379855145
0.08134507234388222, -0.06787276476253445
0.09666392523594869, -0.0830387737339896
0.11267908962310935, -0.0925175293411491
0.12521269653480083, -0.10443367924729252
0.1391389264366798, -0.11905804504119577
0.15306515633855833, -0.132599124479995
0.16977663222081318, -0.14424445279736242
0.18648810810306804, -0.15399402999329792
0.2018069609951345, -0.16672264466576925
0.221999994352859, -0.17918043774946457
0.23383728976945628, -0.1900133013005041
0.24776351967133525, -0.20463766709440723
0.2651713070486843, -0.2111373852250309
0.2860606519015021, -0.22305353513117432
0.30277212778375695, -0.23442804185976573
0.3250540956267636, -0.24309433270059722
0.34663975197467556, -0.24742747812101307
0.36683278533240005, -0.2520314451302048
0.3863295071950308, -0.2606977359710364
0.4058262290576611, -0.26692663251288407
0.42601926241538557, -0.2712597779332998
0.44830123025839175, -0.2788427824190274
0.47406475557686756, -0.2812801767180113
0.49565041192478, -0.2796552471853554
0.5214139372432558, -0.2801968903629073
0.5464811510666383, -0.2791136040078034
0.5694594304047382, -0.27450963699861164
0.5980082017035899, -0.2723430642884038
0.6188975465564086, -0.2631351302700202
0.6439647603797907, -0.2606977359710364
0.6690319742031727, -0.2506773371863249
0.6913139420461789, -0.24499008382202914
0.7115069754039034, -0.23388639868221373
0.7344852547420033, -0.22684503737403805
0.7644266490310434, -0.21384560111279072
0.7846196823887674, -0.20951245569237498
0.8117758306974312, -0.2030127375617513
0.8368430445208137, -0.1924506955994879
0.8633028813343833, -0.18730508541274415
0.8883700951577653, -0.17918043774946457
0.9155262434664291, -0.172409898030065
0.9426823917750933, -0.16591017989944123
