z, u
-0.9300000000000002, 1.3370650529500758
-0.9000000000000001, 1.3443267776096826
-0.8700000000000001, 1.351588502269289
-0.841378472222222, 1.3564480180297966
-0.8184714506172839, 1.3681213151292158
-0.790741898148148, 1.3827129365034896
-0.7618067129629629, 1.3875768102949144
-0.7376940586419753, 1.3973045578777636
-0.7135814043209874, 1.3875768102949144
-0.6967025462962961, 1.3768762879537801
-0.6882631172839504, 1.3574207927880815
-0.6762067901234567, 1.3087820548738351
-0.6677673611111108, 1.2367967227607504
-0.6539025848765432, 1.1301157576021699
-0.6418462577160491, 1.0020337477613213
-0.6307946244855966, 0.8536855971228696
-0.6187382973251028, 0.6988522814291852
-0.6076866640946501, 0.5577999414778707
-0.5916115612139916, 0.4353924510603504
-0.5825693158436211, 0.3373043295999536
-0.5725223765432097, 0.26434622272858377
-0.5594613554526746, 0.20922231975910477
-0.5464003343621398, 0.16625810126818696
-0.5363533950617283, 0.1370748585196393
-0.5202782921810698, 0.11599807209013235
-0.5062125771604935, 0.09411064002872149
-0.4879606374314127, 0.0769519741534177
-0.4712157385973934, 0.06209013756850923
-0.44526114540466355, 0.05195706716970783
-0.4184693072702328, 0.0343930784784523
-0.39167746913580226, 0.023584470053064077
-0.3690718557098762, 0.008047095441568786
-0.3447917524005484, -0.0014104369306457976
-0.31967440414951964, -0.014245659435794256
-0.2928825660150889, -0.027080881940942714
-0.26609072788065813, -0.03991610444609095
-0.23511266503772266, -0.05545347905758624
-0.20497184713648786, -0.07031531564249494
-0.17818000900205733, -0.08382607617422999
-0.14971368098422477, -0.09125699446668412
-0.1220845979080929, -0.10206560289207256
-0.10310704589620445, -0.10262855124756132
-0.08147821823559642, -0.10544329302500643
-0.054965461748399, -0.10994687986891782
-0.032638929969706965, -0.11726520849027477
-0.006126173482509767, -0.11895405355674149
0.021781991240855447, -0.11670226013478557
0.059458013617399, -0.11501341506831864
0.08945929069501668, -0.10825803480245089
0.11876286365454991, -0.10093970618109438
0.14806643661408403, -0.0936213775597381
0.1815562342821222, -0.08067356538349202
0.22341848136717024, -0.06491101142980082
0.25062894197245145, -0.047459612409642915
0.290398076703247, -0.03226000681144092
0.3231901702532012, -0.019312194635195068
0.34830751850423036, -0.004112589036993075
0.36923864204675416, 0.007146378072786286
0.3936582861796989, 0.018405345182565647
0.41598481795839115, 0.03247905406978968
0.4424975744455879, 0.04542686624603576
0.4620332897519437, 0.06062647184423775
0.48435982153063595, 0.07807787086439566
0.5045932409550762, 0.10453644357237701
0.5164542109625065, 0.12142489423704594
0.5331991097965258, 0.14563167352307116
0.5443623756858718, 0.17884562649692004
0.5555256415752181, 0.22669623671348194
0.5645957951103115, 0.2897464525282458
0.5799452857081624, 0.3708110157186566
0.5890154392432563, 0.4811488933944932
0.6022718174868547, 0.6123158602234217
0.6162258998485375, 0.7631860194944637
0.6273891657378834, 0.912930282054528
0.6371570233910617, 1.0621115962591032
0.6448317686899867, 1.185397286111186
0.6629720757601745, 1.2692765910790416
0.6692514128229314, 1.3300750134718498
0.6832054951846143, 1.369481398356077
0.6950664651920446, 1.3874957457317239
0.7173929969707369, 1.3993176611969922
0.7453011616941021, 1.3936881776421024
0.7711162140632153, 1.385243952309768
0.79553585819616, 1.3784885720439004
0.8213509105652732, 1.3649778115121654
0.8590269329418163, 1.354281792757875
0.889725914137518, 1.3475264124920074
0.9267042323959767, 1.338519238804184
0.9469376518204169, 1.3312009101828275
